test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	metadata.read	NIRHTa-001.ome.tiff	984	982	936	46
Java	metadata.write	NIRHTa-001.ome.tiff	3129	2917	2901	15
