test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.write.close	tubhiswt_C0_TP0.ome.tif	204	204	150	54
Java	pixeldata.read	tubhiswt_C0_TP0.ome.tif	2583	2579	2160	419
Java	pixeldata.read.init	tubhiswt_C0_TP0.ome.tif	35	35	30	5
Java	pixeldata.read.pixels	tubhiswt_C0_TP0.ome.tif	2547	2544	2130	414
Java	pixeldata.write	tubhiswt_C0_TP0.ome.tif	6259	6148	4660	1488
Java	pixeldata.write.init	tubhiswt_C0_TP0.ome.tif	0	0	0	0
Java	pixeldata.write.pixels	tubhiswt_C0_TP0.ome.tif	6042	5931	4510	1422
Java	pixeldata.write.close	tubhiswt_C0_TP0.ome.tif	216	216	150	66
Java	pixeldata.read	tubhiswt_C0_TP0.ome.tif	2814	2801	2370	431
Java	pixeldata.read.init	tubhiswt_C0_TP0.ome.tif	36	36	30	6
Java	pixeldata.read.pixels	tubhiswt_C0_TP0.ome.tif	2778	2765	2340	425
Java	pixeldata.write	tubhiswt_C0_TP0.ome.tif	6169	6127	4680	1447
Java	pixeldata.write.init	tubhiswt_C0_TP0.ome.tif	0	0	0	0
Java	pixeldata.write.pixels	tubhiswt_C0_TP0.ome.tif	5969	5926	4540	1386
Java	pixeldata.write.close	tubhiswt_C0_TP0.ome.tif	199	199	140	59
Java	pixeldata.read	tubhiswt_C0_TP0.ome.tif	2952	2865	2450	415
Java	pixeldata.read.init	tubhiswt_C0_TP0.ome.tif	35	35	30	5
Java	pixeldata.read.pixels	tubhiswt_C0_TP0.ome.tif	2916	2829	2420	409
Java	pixeldata.write	tubhiswt_C0_TP0.ome.tif	6116	6112	4640	1472
Java	pixeldata.write.init	tubhiswt_C0_TP0.ome.tif	0	0	0	0
Java	pixeldata.write.pixels	tubhiswt_C0_TP0.ome.tif	5906	5908	4490	1418
Java	pixeldata.write.close	tubhiswt_C0_TP0.ome.tif	209	203	150	53
Java	pixeldata.read	tubhiswt_C0_TP0.ome.tif	2868	2866	2410	456
Java	pixeldata.read.init	tubhiswt_C0_TP0.ome.tif	35	35	30	5
Java	pixeldata.read.pixels	tubhiswt_C0_TP0.ome.tif	2832	2830	2380	450
Java	pixeldata.write	tubhiswt_C0_TP0.ome.tif	6208	6185	4670	1515
Java	pixeldata.write.init	tubhiswt_C0_TP0.ome.tif	0	0	0	0
Java	pixeldata.write.pixels	tubhiswt_C0_TP0.ome.tif	5986	5963	4520	1443
Java	pixeldata.write.close	tubhiswt_C0_TP0.ome.tif	221	221	150	71
Java	pixeldata.read	tubhiswt_C0_TP0.ome.tif	2910	2902	2450	452
Java	pixeldata.read.init	tubhiswt_C0_TP0.ome.tif	36	36	30	6
Java	pixeldata.read.pixels	tubhiswt_C0_TP0.ome.tif	2874	2866	2420	446
Java	pixeldata.write	tubhiswt_C0_TP0.ome.tif	6385	6208	4660	1548
Java	pixeldata.write.init	tubhiswt_C0_TP0.ome.tif	0	0	0	0
Java	pixeldata.write.pixels	tubhiswt_C0_TP0.ome.tif	6031	6006	4520	1486
Java	pixeldata.write.close	tubhiswt_C0_TP0.ome.tif	353	201	140	61
