test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.read	NIRHTa-001.ome.tiff	160969	157373	103803	53570
Java	pixeldata.read.init	NIRHTa-001.ome.tiff	3474	3463	2527	936
Java	pixeldata.read.pixels	NIRHTa-001.ome.tiff	157495	153910	101275	52634
Java	pixeldata.write	NIRHTa-001.ome.tiff	176338	101525	70543	30981
Java	pixeldata.write.init	NIRHTa-001.ome.tiff	12	0	0	0
Java	pixeldata.write.pixels	NIRHTa-001.ome.tiff	170959	96190	67454	28735
Java	pixeldata.write.close	NIRHTa-001.ome.tiff	5365	5335	3088	2246
