test.lang	test.name	test.file	proc.real	proc.user	proc.system
C++	pixeldata.write.close	00001_01.ome.tiff	2609	2527	78
C++	pixeldata.read	00001_01.ome.tiff	3623	3478	140
C++	pixeldata.read.init	00001_01.ome.tiff	3419	3369	46
C++	pixeldata.read.pixels	00001_01.ome.tiff	204	109	93
C++	pixeldata.write	00001_01.ome.tiff	4491	4336	156
C++	pixeldata.write.init	00001_01.ome.tiff	1752	1731	31
C++	pixeldata.write.pixels	00001_01.ome.tiff	136	62	62
C++	pixeldata.write.close	00001_01.ome.tiff	2603	2542	62
C++	pixeldata.read	00001_01.ome.tiff	3795	3572	218
C++	pixeldata.read.init	00001_01.ome.tiff	3592	3510	78
C++	pixeldata.read.pixels	00001_01.ome.tiff	203	62	140
C++	pixeldata.write	00001_01.ome.tiff	4494	4290	202
C++	pixeldata.write.init	00001_01.ome.tiff	1750	1731	15
C++	pixeldata.write.pixels	00001_01.ome.tiff	148	62	93
C++	pixeldata.write.close	00001_01.ome.tiff	2596	2496	93
C++	pixeldata.read	00001_01.ome.tiff	3700	3494	202
C++	pixeldata.read.init	00001_01.ome.tiff	3498	3463	31
C++	pixeldata.read.pixels	00001_01.ome.tiff	202	31	171
C++	pixeldata.write	00001_01.ome.tiff	4495	4352	140
C++	pixeldata.write.init	00001_01.ome.tiff	1757	1762	0
C++	pixeldata.write.pixels	00001_01.ome.tiff	137	78	62
C++	pixeldata.write.close	00001_01.ome.tiff	2601	2511	78
C++	pixeldata.read	00001_01.ome.tiff	3805	3603	202
C++	pixeldata.read.init	00001_01.ome.tiff	3602	3525	78
C++	pixeldata.read.pixels	00001_01.ome.tiff	203	78	124
C++	pixeldata.write	00001_01.ome.tiff	4788	4321	156
C++	pixeldata.write.init	00001_01.ome.tiff	1747	1747	0
C++	pixeldata.write.pixels	00001_01.ome.tiff	149	62	93
C++	pixeldata.write.close	00001_01.ome.tiff	2892	2511	62
C++	pixeldata.read	00001_01.ome.tiff	3550	3385	156
C++	pixeldata.read.init	00001_01.ome.tiff	3360	3322	31
C++	pixeldata.read.pixels	00001_01.ome.tiff	190	62	124
C++	pixeldata.write	00001_01.ome.tiff	4484	4321	156
C++	pixeldata.write.init	00001_01.ome.tiff	1751	1716	31
C++	pixeldata.write.pixels	00001_01.ome.tiff	141	78	62
C++	pixeldata.write.close	00001_01.ome.tiff	2592	2527	62
C++	pixeldata.read	00001_01.ome.tiff	3815	3619	187
C++	pixeldata.read.init	00001_01.ome.tiff	3611	3572	31
C++	pixeldata.read.pixels	00001_01.ome.tiff	204	46	156
C++	pixeldata.write	00001_01.ome.tiff	4540	4414	124
C++	pixeldata.write.init	00001_01.ome.tiff	1777	1778	0
C++	pixeldata.write.pixels	00001_01.ome.tiff	140	62	78
C++	pixeldata.write.close	00001_01.ome.tiff	2623	2574	46
