test.lang	test.name	test.file	proc.real	proc.user	proc.system
C++	pixeldata.read	NIRHTa-001.ome.tiff	17381	8876	8502
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4622	3478	1138
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	12759	5397	7363
C++	pixeldata.write	NIRHTa-001.ome.tiff	128169	54506	73632
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1844	1856	0
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	124593	50965	73585
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1732	1684	46
C++	pixeldata.read	NIRHTa-001.ome.tiff	18025	9219	8798
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4633	3666	967
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13392	5553	7831
C++	pixeldata.write	NIRHTa-001.ome.tiff	129165	56191	72758
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1827	1825	0
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	125494	52541	72743
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1844	1825	15
C++	pixeldata.read	NIRHTa-001.ome.tiff	18285	9984	8283
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4589	3603	982
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13696	6380	7300
C++	pixeldata.write	NIRHTa-001.ome.tiff	134112	61713	72368
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1826	1825	15
C++	pixeldata.write.pixels	NIRHTa-001.ome.tiff	130564	58235	72290
C++	pixeldata.write.close	NIRHTa-001.ome.tiff	1722	1653	62
C++	pixeldata.read	NIRHTa-001.ome.tiff	17697	9547	8143
C++	pixeldata.read.init	NIRHTa-001.ome.tiff	4596	3697	889
C++	pixeldata.read.pixels	NIRHTa-001.ome.tiff	13101	5850	7254
C++	pixeldata.write	NIRHTa-001.ome.tiff	126092	52291	73804
C++	pixeldata.write.init	NIRHTa-001.ome.tiff	1833	1825	0
