test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.read	NIRHTa-001.ome.tiff	161608	157966	105175	52790
Java	pixeldata.read.init	NIRHTa-001.ome.tiff	3443	3432	2527	904
Java	pixeldata.read.pixels	NIRHTa-001.ome.tiff	158164	154534	102648	51885
Java	pixeldata.write	NIRHTa-001.ome.tiff	176538	99809	68344	31465
Java	pixeldata.write.init	NIRHTa-001.ome.tiff	12	15	15	0
Java	pixeldata.write.pixels	NIRHTa-001.ome.tiff	171170	94489	65660	28828
Java	pixeldata.write.close	NIRHTa-001.ome.tiff	5355	5304	2667	2636
