test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.read	NIRHTa-001.ome.tiff	163066	159448	105035	54413
Java	pixeldata.read.init	NIRHTa-001.ome.tiff	3463	3432	2698	733
Java	pixeldata.read.pixels	NIRHTa-001.ome.tiff	159602	156016	102336	53679
Java	pixeldata.write	NIRHTa-001.ome.tiff	180352	99996	68312	31683
Java	pixeldata.write.init	NIRHTa-001.ome.tiff	13	15	15	0
Java	pixeldata.write.pixels	NIRHTa-001.ome.tiff	174748	94739	65270	29468
Java	pixeldata.write.close	NIRHTa-001.ome.tiff	5590	5241	3026	2215
