test.lang	test.name	test.file	system.time	thread.time	proc.real	proc.user	proc.system
JACE	metadata.read	tubhiswt_C0_TP0.ome.tif	612	611	610	1320	20
JACE	metadata.write	tubhiswt_C0_TP0.ome.tif	1164	957	1170	2450	30
