test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	metadata.read	NIRHTa-001.ome.tiff	957	922	900	22
Java	metadata.write	NIRHTa-001.ome.tiff	2767	2569	2560	9
