test.lang	test.name	test.file	system.time	thread.time	proc.real	proc.user	proc.system
JACE	metadata.read	NIRHTa-001.ome.tiff	1059	1050	1060	2310	50
JACE	metadata.write	NIRHTa-001.ome.tiff	3312	3052	3310	6380	280
