test.lang	test.name	test.file	system.time	thread.time	proc.real	proc.user	proc.system
JACE	metadata.read	NIRHTa-001.ome.tiff	1088	1079	1090	2360	60
JACE	metadata.write	NIRHTa-001.ome.tiff	3339	3089	3330	6360	350
