test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.read	NIRHTa-001.ome.tiff	161708	158075	106221	51854
Java	pixeldata.read.init	NIRHTa-001.ome.tiff	3458	3432	2605	826
Java	pixeldata.read.pixels	NIRHTa-001.ome.tiff	158249	154643	103615	51027
Java	pixeldata.write	NIRHTa-001.ome.tiff	178530	102570	71807	30763
Java	pixeldata.write.init	NIRHTa-001.ome.tiff	13	15	15	0
Java	pixeldata.write.pixels	NIRHTa-001.ome.tiff	173092	97360	68827	28532
Java	pixeldata.write.close	NIRHTa-001.ome.tiff	5425	5194	2964	2230
