test.lang	test.name	test.file	system.time	thread.time	proc.real	proc.user	proc.system
JACE	metadata.read	00001_01.ome.tiff	1255	1229	1250	2640	200
JACE	metadata.write	00001_01.ome.tiff	8510	8145	8510	12860	590
