test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.read	NIRHTa-001.ome.tiff	107359	104996	95940	9056
Java	pixeldata.read.init	NIRHTa-001.ome.tiff	2399	2372	2230	142
Java	pixeldata.read.pixels	NIRHTa-001.ome.tiff	104960	102623	93710	8914
Java	pixeldata.write	NIRHTa-001.ome.tiff	75921	75148	61220	13928
Java	pixeldata.write.init	NIRHTa-001.ome.tiff	13	13	10	3
Java	pixeldata.write.pixels	NIRHTa-001.ome.tiff	71912	71183	58310	12873
Java	pixeldata.write.close	NIRHTa-001.ome.tiff	3995	3951	2900	1051
