test.lang	test.name	test.file	proc.real	proc.user	proc.system
C++	pixeldata.read	00001_01.ome.tiff	3517	3260	265
C++	pixeldata.read.init	00001_01.ome.tiff	3319	3229	93
C++	pixeldata.read.pixels	00001_01.ome.tiff	198	31	171
C++	pixeldata.write	00001_01.ome.tiff	4051	3884	171
C++	pixeldata.write.init	00001_01.ome.tiff	1724	1716	0
C++	pixeldata.write.pixels	00001_01.ome.tiff	119	31	93
C++	pixeldata.write.close	00001_01.ome.tiff	2208	2137	78
