test.lang	test.name	test.file	real	proc.cpu	proc.user	proc.system
Java	pixeldata.write.close	00001_01.ome.tiff	1208	1060	951	109
Java	pixeldata.read	00001_01.ome.tiff	1670	1669	1123	546
Java	pixeldata.read.init	00001_01.ome.tiff	425	421	312	109
Java	pixeldata.read.pixels	00001_01.ome.tiff	1245	1248	811	436
Java	pixeldata.write	00001_01.ome.tiff	4596	4087	3510	577
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	3482	3026	2558	468
Java	pixeldata.write.close	00001_01.ome.tiff	1113	1060	951	109
Java	pixeldata.read	00001_01.ome.tiff	1688	1669	1326	343
Java	pixeldata.read.init	00001_01.ome.tiff	440	436	405	31
Java	pixeldata.read.pixels	00001_01.ome.tiff	1248	1232	920	312
Java	pixeldata.write	00001_01.ome.tiff	9956	4118	3385	733
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	8480	3088	2464	624
Java	pixeldata.write.close	00001_01.ome.tiff	1475	1029	920	109
Java	pixeldata.read	00001_01.ome.tiff	1750	1747	1388	358
Java	pixeldata.read.init	00001_01.ome.tiff	445	452	390	62
Java	pixeldata.read.pixels	00001_01.ome.tiff	1304	1294	998	296
Java	pixeldata.write	00001_01.ome.tiff	4762	4024	3478	546
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	3724	2995	2511	483
Java	pixeldata.write.close	00001_01.ome.tiff	1037	1029	967	62
Java	pixeldata.read	00001_01.ome.tiff	1703	1716	1388	327
Java	pixeldata.read.init	00001_01.ome.tiff	430	436	374	62
Java	pixeldata.read.pixels	00001_01.ome.tiff	1273	1279	1014	265
Java	pixeldata.write	00001_01.ome.tiff	8313	4118	3463	655
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	6235	3088	2527	561
Java	pixeldata.write.close	00001_01.ome.tiff	2077	1029	936	93
Java	pixeldata.read	00001_01.ome.tiff	1730	1684	1388	296
Java	pixeldata.read.init	00001_01.ome.tiff	443	436	405	31
Java	pixeldata.read.pixels	00001_01.ome.tiff	1286	1248	982	265
Java	pixeldata.write	00001_01.ome.tiff	5112	3993	3369	624
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	3749	2995	2449	546
Java	pixeldata.write.close	00001_01.ome.tiff	1362	998	920	78
Java	pixeldata.read	00001_01.ome.tiff	1671	1669	1201	468
Java	pixeldata.read.init	00001_01.ome.tiff	425	436	358	78
Java	pixeldata.read.pixels	00001_01.ome.tiff	1246	1232	842	390
Java	pixeldata.write	00001_01.ome.tiff	9782	4149	3400	748
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	8547	3104	2496	608
Java	pixeldata.write.close	00001_01.ome.tiff	1233	1045	904	140
Java	pixeldata.read	00001_01.ome.tiff	1743	1747	1404	343
Java	pixeldata.read.init	00001_01.ome.tiff	442	436	374	62
Java	pixeldata.read.pixels	00001_01.ome.tiff	1300	1310	1029	280
Java	pixeldata.write	00001_01.ome.tiff	10172	4102	3478	624
Java	pixeldata.write.init	00001_01.ome.tiff	0	0	0	0
Java	pixeldata.write.pixels	00001_01.ome.tiff	9169	3104	2542	561
Java	pixeldata.write.close	00001_01.ome.tiff	1002	998	936	62
