test.lang	test.name	test.file	system.time	thread.time	proc.real	proc.user	proc.system
JACE	metadata.read	tubhiswt_C0_TP0.ome.tif	598	597	600	1290	20
JACE	metadata.write	tubhiswt_C0_TP0.ome.tif	1144	951	1140	2440	30
